# Input,ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DiseaseCategories,OmimIDs,PubMedIDs,DirectEvidence
mesh:d008527,Tretinoin,D014212,302-79-4,Medulloblastoma,MESH:D008527,Cancer,,17453147,therapeutic
mesh:d008527,Vincristine,D014750,,Medulloblastoma,MESH:D008527,Cancer,,19701718|19890797|3359561|7099798|939971,therapeutic
mesh:d008527,Vorinostat,D000077337,,Medulloblastoma,MESH:D008527,Cancer,,16645722,therapeutic
mesh:d009190,Arsenic,D001151,7440-38-2,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,2012077,marker/mechanism
mesh:d009190,Arsenic Trioxide,D000077237,1327-53-3,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,15203277|16105982|16882451|27430728|27812249,therapeutic
mesh:d009190,Azacitidine,D001374,320-67-2,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,17596541|17611569|18720364|19805378|20234015,therapeutic
mesh:d009190,Azathioprine,D001379,446-86-6,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,15170581,marker/mechanism
mesh:d009190,Benzene,D001554,71-43-2,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,15781211|19941839|20381478,marker/mechanism
mesh:d009190,Ciprofloxacin,D002939,85721-33-1,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,9809623,therapeutic
mesh:d009190,Curcumin,D003474,458-37-7,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,27430728,therapeutic
mesh:d009190,Cyclophosphamide,D003520,50-18-0,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,7980211,marker/mechanism
mesh:d009190,Decitabine,D000077209,2353-33-5,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,14604977|16882708|18608210|18790780|19010910|19157545|27812249,therapeutic
mesh:d009190,Dexamethasone,D003907,50-02-2,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,9809623,therapeutic
mesh:d009190,"Drugs, Chinese Herbal",D004365,,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,32215045,therapeutic
mesh:d009190,Etoposide,D005047,33419-42-0,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,16985182,marker/mechanism
mesh:d009190,Everolimus,D000068338,,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,16753882|16951235,therapeutic
mesh:d009190,Mitoxantrone,D008942,65271-80-9,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,9200991,therapeutic
mesh:d009190,ON 01910,C507134,,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,21812421|21924492|24777753|25472472,therapeutic
mesh:d009190,Pesticides,D010575,,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,21205298,marker/mechanism
mesh:d009190,Prednisolone,D011239,50-24-8,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,12483369,therapeutic
mesh:d009190,Tretinoin,D014212,302-79-4,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,10803936|17596541,therapeutic
mesh:d009190,Valproic Acid,D014635,99-66-1,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,17596541,therapeutic
mesh:d009190,Zidovudine,D015215,30516-87-1,Myelodysplastic Syndromes,MESH:D009190,Blood disease,,9209318,marker/mechanism
mesh:d009362,"2,4,5,2',4',5'-hexachlorobiphenyl",C014024,35065-27-1,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,20064788,marker/mechanism
mesh:d009362,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,21942447|22326785,therapeutic
mesh:d009362,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",C049584,105650-23-5,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,22307971,marker/mechanism
mesh:d009362,"3,3',4,5'-tetrahydroxystilbene",C041525,4339-71-3,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,23877152,therapeutic
mesh:d009362,Acetylcysteine,D000111,616-91-1,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,14720322,therapeutic
mesh:d009362,AGN 194204,C430898,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,21080969,therapeutic
mesh:d009362,Apigenin,D047310,520-36-5,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,22634262|23743303,therapeutic
mesh:d009362,Arsenic,D001151,7440-38-2,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,23891734|30428081|33047385,marker/mechanism
mesh:d009362,Arsenic Trioxide,D000077237,1327-53-3,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,15888669|19822495|20592496|22521957|25047463,marker/mechanism|therapeutic
mesh:d009362,Azathioprine,D001379,446-86-6,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,17404860,marker/mechanism
mesh:d009362,Benzo(a)pyrene,D001564,50-32-8,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,25724548|29746904,marker/mechanism
mesh:d009362,betulinic acid,C002070,472-15-1,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,24463094,therapeutic
mesh:d009362,bisphenol A,C006780,80-05-7,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,21988766,marker/mechanism
mesh:d009362,Busulfan,D002066,55-98-1,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,4301103,marker/mechanism
mesh:d009362,butylbenzyl phthalate,C027561,85-68-7,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,22552774,marker/mechanism
mesh:d009362,Cannabidiol,D002185,13956-29-1,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,22198381|24910342,therapeutic
mesh:d009362,Carbamazepine,D002220,298-46-4,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,24352538,therapeutic
mesh:d009362,Carboplatin,D016190,41575-94-4,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,16849025|24246751|7577478|9676843,therapeutic
mesh:d009362,Carmustine,D002330,154-93-8,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,509386|7960606,therapeutic
mesh:d009362,Celecoxib,D000068579,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,15126378,therapeutic
mesh:d009362,chromium hexavalent ion,C074702,18540-29-9,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,23518002,marker/mechanism
mesh:d009362,ciglitazone,C039671,74772-77-3,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,21080969,therapeutic
mesh:d009362,Cisplatin,D002945,15663-27-1,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,20801905|21975929|2943876|2981619|30396169,marker/mechanism|therapeutic
mesh:d009362,Clofibrate,D002994,637-07-0,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,21080969,therapeutic
mesh:d009362,Clotrimazole,D003022,23593-75-1,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,7585119,therapeutic
mesh:d009362,Cyclophosphamide,D003520,50-18-0,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,11401310|18199547|2981619|9676843,marker/mechanism|therapeutic
mesh:d009362,cypermethrin,C017160,52315-07-8,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,29471534,marker/mechanism
mesh:d009362,deguelin,C107676,522-17-8,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,21472727|22986522|28509438,therapeutic
mesh:d009362,diallyl trisulfide,C042577,2050-87-5,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,25927362|28574600|30396169,therapeutic
mesh:d009362,Diethylstilbestrol,D004054,56-53-1,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,17292458,marker/mechanism
mesh:d009362,Doxorubicin,D004317,23214-92-8,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,11401310|1573414|18259882|2981619|6861082,therapeutic
mesh:d009362,Estrogens,D004967,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,4804405,therapeutic
mesh:d009362,Ethanol,D000431,64-17-5,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,22331491|26014148,marker/mechanism
mesh:d009362,Etodolac,D017308,41340-25-4,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,16391837,therapeutic
mesh:d009362,Eugenol,D005054,97-53-0,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,15574415,therapeutic
mesh:d009362,Everolimus,D000068338,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,28258630,therapeutic
mesh:d009362,evodiamine,C049639,5956-87-6,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,23774672,therapeutic
mesh:d009362,Fluorouracil,D005472,51-21-8,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,12702522|18842611|21208846|2506836|2934584|2935378|6327928|7960606|8862076|9382543|9382546,therapeutic
mesh:d009362,Gefitinib,D000077156,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,20404966|23061908,therapeutic
mesh:d009362,gemcitabine,C056507,103882-84-4,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,26206560,therapeutic
mesh:d009362,Hydrocortisone,D006854,50-23-7,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,6691647|7091987,therapeutic
mesh:d009362,Hydrogen Peroxide,D006861,7722-84-1,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,12538496|18930813|22580338,marker/mechanism
mesh:d009362,Imatinib Mesylate,D000068877,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,15867366|29730267,therapeutic
mesh:d009362,Indomethacin,D007213,53-86-1,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,11053908|11239499|16537180,therapeutic
mesh:d009362,Irinotecan,D000077146,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,18259882|18842611|29913120,therapeutic
mesh:d009362,Ivermectin,D007559,70288-86-7,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,26078298,therapeutic
mesh:d009362,Medroxyprogesterone Acetate,D017258,71-58-9,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,10969600|3743595|6123383|86447,therapeutic
mesh:d009362,Melatonin,D008550,73-31-4,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,12471612,therapeutic
mesh:d009362,Metformin,D008687,657-24-9,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,26497364,therapeutic
mesh:d009362,Methotrexate,D008727,59-05-2,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,11202810|12702522|1827295|2297635|2609940|4354764|6230463|6327928|635633|7093971|8360713,therapeutic
mesh:d009362,ML 7,C070571,109376-83-2,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,11741180,therapeutic
mesh:d009362,monomethylarsonous acid,C406082,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,23891734,marker/mechanism
mesh:d009362,N-(2-(3H-indol-3-yl)ethyl)-9-isopropyl-2-(5-methyl-3-pyridyl)purin-6-amine,C560625,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,22912337,therapeutic
mesh:d009362,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide,C080955,123653-11-2,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,16489006,therapeutic
mesh:d009362,naphthalene,C031721,91-20-3,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,21399660,therapeutic
mesh:d009362,Niclosamide,D009534,50-65-7,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,21685359,therapeutic
mesh:d009362,Nicotine,D009538,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,20061081,marker/mechanism
mesh:d009362,Oxaliplatin,D000077150,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,21208846,therapeutic
mesh:d009362,Oxygen,D010100,7782-44-7,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,28574600,marker/mechanism
mesh:d009362,Paclitaxel,D017239,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,10458265|11401310|15170980|15867366|17637549|18058816|19826135|21975929|24246751|7543699|7638640|8552128|8893892|8913442|9018096|9676843|9849468,marker/mechanism|therapeutic
mesh:d009362,palbociclib,C500026,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,25501126,therapeutic
mesh:d009362,PKF115-584,C538949,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,17452641,therapeutic
mesh:d009362,Plant Extracts,D010936,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,22634262|23201449|28258635,therapeutic
mesh:d009362,platycodin D,C108953,58479-68-8,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,23867902,therapeutic
mesh:d009362,pterostilbene,C107773,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,19447859,therapeutic
mesh:d009362,Quercetin,D011794,117-39-5,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,23061908|24275163|25971889|33070227,therapeutic
mesh:d009362,Resveratrol,D000077185,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,18334147|18398872|21209944|21942447|23061908|23146760|23272133|23298290|23437203|23992306|25884904,marker/mechanism|therapeutic
mesh:d009362,salinomycin,C010327,53003-10-4,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,26896736,therapeutic
mesh:d009362,SB 203580,C093642,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,23707804,therapeutic
mesh:d009362,Simvastatin,D019821,79902-63-9,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,21199873,therapeutic
mesh:d009362,Sirolimus,D020123,53123-88-9,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,19922502,therapeutic
mesh:d009362,sodium arsenite,C017947,13768-07-5,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,32682831,marker/mechanism
mesh:d009362,Sorafenib,D000077157,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,18796127|21671804|30187994,therapeutic
mesh:d009362,Sunitinib,D000077210,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,22269210|22374800,marker/mechanism
mesh:d009362,Tamoxifen,D013629,10540-29-1,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,10969600|19393235,therapeutic
mesh:d009362,Testosterone,D013739,58-22-0,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,7059952,therapeutic
mesh:d009362,Tetrachlorodibenzodioxin,D013749,1746-01-6,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,21948867,therapeutic
mesh:d009362,Tetradecanoylphorbol Acetate,D013755,16561-29-8,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,19447859|23288142,marker/mechanism
mesh:d009362,Theophylline,D013806,58-55-9,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,11095404,therapeutic
mesh:d009362,thymoquinone,C003466,490-91-5,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,32112862,therapeutic
mesh:d009362,Tretinoin,D014212,302-79-4,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,15982179,therapeutic
mesh:d009362,trichostatin A,C012589,58880-19-6,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,23770000,therapeutic
mesh:d009362,triptolide,C001899,38748-32-2,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,12533674,therapeutic
mesh:d009362,U 0126,C113580,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,22326785,therapeutic
mesh:d009362,Valproic Acid,D014635,99-66-1,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,1729766,marker/mechanism
mesh:d009362,Vinblastine,D014747,865-21-4,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,3686684,therapeutic
mesh:d009362,Vincristine,D014750,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,7960606,therapeutic
mesh:d009362,Warfarin,D014859,81-81-2,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,26206560,therapeutic
mesh:d009362,Wortmannin,D000077191,19545-26-7,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,23064031|23707804,therapeutic
mesh:d009362,Zoledronic Acid,D000077211,,Neoplasm Metastasis,MESH:D009362,Cancer|Pathology (process),,15867366|17070308|17312309|19139120,therapeutic
mesh:d009369,"1,4-phenylenebis(methylene)selenocyanate",C074153,85539-83-9,Neoplasms,MESH:D009369,Cancer,,21732699,therapeutic
mesh:d009369,"2,4,5,2',4',5'-hexachlorobiphenyl",C014024,35065-27-1,Neoplasms,MESH:D009369,Cancer,,8820588,marker/mechanism
mesh:d009369,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",C049584,105650-23-5,Neoplasms,MESH:D009369,Cancer,,18056474,marker/mechanism
mesh:d009369,2-butenal,C012796,4170-30-3,Neoplasms,MESH:D009369,Cancer,,10626223,marker/mechanism
mesh:d009369,"3,3',4,5'-tetrahydroxystilbene",C041525,4339-71-3,Neoplasms,MESH:D009369,Cancer,,20155627,therapeutic
mesh:d009369,4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone,C016583,64091-91-4,Neoplasms,MESH:D009369,Cancer,,21732699,marker/mechanism
mesh:d009369,5-nitroso-8-quinolinol,C510786,,Neoplasms,MESH:D009369,Cancer,,16497787,therapeutic
mesh:d009369,"9,10-Dimethyl-1,2-benzanthracene",D015127,57-97-6,Neoplasms,MESH:D009369,Cancer,,11544531|22485181,marker/mechanism
mesh:d009369,Acrolein,D000171,107-02-8,Neoplasms,MESH:D009369,Cancer,,17329238,marker/mechanism
mesh:d009369,Air Pollutants,D000393,,Neoplasms,MESH:D009369,Cancer,,21435200,marker/mechanism
mesh:d009369,"Air Pollutants, Occupational",D000395,,Neoplasms,MESH:D009369,Cancer,,22522113,marker/mechanism
mesh:d009369,aristolochic acid I,C000228,313-67-7,Neoplasms,MESH:D009369,Cancer,,21642617,marker/mechanism
mesh:d009369,Arsenic,D001151,7440-38-2,Neoplasms,MESH:D009369,Cancer,,17366768|19440436|21473387|21565247|22634503|22949133|32062438,marker/mechanism|therapeutic
mesh:d009369,Arsenicals,D001152,,Neoplasms,MESH:D009369,Cancer,,26115410,marker/mechanism
mesh:d009369,Arsenic Trioxide,D000077237,1327-53-3,Neoplasms,MESH:D009369,Cancer,,10639594|15888669|20219070,marker/mechanism|therapeutic
mesh:d009369,artenimol,C039060,,Neoplasms,MESH:D009369,Cancer,,20361947,therapeutic
mesh:d009369,Ascorbic Acid,D001205,50-81-7,Neoplasms,MESH:D009369,Cancer,,20433922|8698541,therapeutic
mesh:d009369,Aspartame,D001218,22839-47-0,Neoplasms,MESH:D009369,Cancer,,16507461,marker/mechanism
mesh:d009369,Atorvastatin,D000069059,,Neoplasms,MESH:D009369,Cancer,,20876807,therapeutic
mesh:d009369,Azathioprine,D001379,446-86-6,Neoplasms,MESH:D009369,Cancer,,20434437|20923998|3371886,marker/mechanism|therapeutic
mesh:d009369,Benzene,D001554,71-43-2,Neoplasms,MESH:D009369,Cancer,,17938725|3311642|3422522,marker/mechanism
mesh:d009369,Benzo(a)pyrene,D001564,50-32-8,Neoplasms,MESH:D009369,Cancer,,11141357|12174585|19216581|20206614|31702096|32062438,marker/mechanism
mesh:d009369,Berberine,D001599,2086-83-1,Neoplasms,MESH:D009369,Cancer,,12415430,therapeutic
mesh:d009369,bisphenol A,C006780,80-05-7,Neoplasms,MESH:D009369,Cancer,,32804211,marker/mechanism
mesh:d009369,Bortezomib,D000069286,,Neoplasms,MESH:D009369,Cancer,,16763792,therapeutic
mesh:d009369,Cadmium,D002104,7440-43-9,Neoplasms,MESH:D009369,Cancer,,11353138|17916923|19270787|21473387|22068173|23151207,marker/mechanism
mesh:d009369,Cadmium Chloride,D019256,10108-64-2,Neoplasms,MESH:D009369,Cancer,,15551354|22112500,marker/mechanism
mesh:d009369,Camptothecin,D002166,7689-03-4,Neoplasms,MESH:D009369,Cancer,,18492797,therapeutic
mesh:d009369,Capsaicin,D002211,404-86-4,Neoplasms,MESH:D009369,Cancer,,14871840,therapeutic
mesh:d009369,Carbon,D002244,7440-44-0,Neoplasms,MESH:D009369,Cancer,,26047618,marker/mechanism
mesh:d009369,Carboplatin,D016190,41575-94-4,Neoplasms,MESH:D009369,Cancer,,15109710|16763792|17925555|18854779|24306314|8971371,therapeutic
mesh:d009369,Carmustine,D002330,154-93-8,Neoplasms,MESH:D009369,Cancer,,12014639|12107554|17597106|18492797,therapeutic
mesh:d009369,Celecoxib,D000068579,,Neoplasms,MESH:D009369,Cancer,,16230411,therapeutic
mesh:d009369,Chlorpromazine,D002746,50-53-3,Neoplasms,MESH:D009369,Cancer,,20368687,therapeutic
mesh:d009369,chromium hexavalent ion,C074702,18540-29-9,Neoplasms,MESH:D009369,Cancer,,17938725,marker/mechanism
mesh:d009369,Cisplatin,D002945,15663-27-1,Neoplasms,MESH:D009369,Cancer,,1508652|1659980|16773208|19833167|20087171|21273262|21735354|22010829|22019697|2680578|6600010|8312290|9113122|9381703,therapeutic
mesh:d009369,Cobalt,D003035,7440-48-4,Neoplasms,MESH:D009369,Cancer,,17916923,marker/mechanism
mesh:d009369,Copper,D003300,7440-50-8,Neoplasms,MESH:D009369,Cancer,,23792645,marker/mechanism
mesh:d009369,Curcumin,D003474,458-37-7,Neoplasms,MESH:D009369,Cancer,,21397623,therapeutic
mesh:d009369,cyanoginosin LR,C057862,,Neoplasms,MESH:D009369,Cancer,,21504230,marker/mechanism
mesh:d009369,Cyclophosphamide,D003520,50-18-0,Neoplasms,MESH:D009369,Cancer,,18854779|1982927|3187190|6392368|9768820,therapeutic
mesh:d009369,DDT,D003634,50-29-3,Neoplasms,MESH:D009369,Cancer,,23684557|8820588,marker/mechanism
mesh:d009369,Decitabine,D000077209,2353-33-5,Neoplasms,MESH:D009369,Cancer,,17925555|19116145|19470736,therapeutic
mesh:d009369,deguelin,C107676,522-17-8,Neoplasms,MESH:D009369,Cancer,,17764071|22623043,therapeutic
mesh:d009369,diallyl trisulfide,C042577,2050-87-5,Neoplasms,MESH:D009369,Cancer,,22397993,therapeutic
mesh:d009369,Dieldrin,D004026,60-57-1,Neoplasms,MESH:D009369,Cancer,,8820588,marker/mechanism
mesh:d009369,Diethylstilbestrol,D004054,56-53-1,Neoplasms,MESH:D009369,Cancer,,14781|15313581|821748,marker/mechanism
mesh:d009369,dimethoxycurcumin,C521105,,Neoplasms,MESH:D009369,Cancer,,17317839,therapeutic
mesh:d009369,Doxorubicin,D004317,23214-92-8,Neoplasms,MESH:D009369,Cancer,,10912462|11295089|11350909|12322705|14526329|15493354|16290101|1905199|19714248|2054792|22048646|28571774|4617354|6600010|679856|691145|7147362|7805190|947037|9488597,marker/mechanism|therapeutic
mesh:d009369,Erlotinib Hydrochloride,D000069347,,Neoplasms,MESH:D009369,Cancer,,21738965,therapeutic
mesh:d009369,Estradiol,D004958,50-28-2,Neoplasms,MESH:D009369,Cancer,,821748,marker/mechanism
mesh:d009369,ethylbenzene,C004912,100-41-4,Neoplasms,MESH:D009369,Cancer,,15560893,marker/mechanism
mesh:d009369,Etoposide,D005047,33419-42-0,Neoplasms,MESH:D009369,Cancer,,1659980|6509453,therapeutic
mesh:d009369,Everolimus,D000068338,,Neoplasms,MESH:D009369,Cancer,,17309148,therapeutic
mesh:d009369,Fenretinide,D017313,65646-68-6,Neoplasms,MESH:D009369,Cancer,,15958647|17353921|20637870,therapeutic
mesh:d009369,Fenthion,D005284,55-38-9,Neoplasms,MESH:D009369,Cancer,,20143881,marker/mechanism
mesh:d009369,Fluorouracil,D005472,51-21-8,Neoplasms,MESH:D009369,Cancer,,12963697|16928823|17632733|18239605|18600527|19934304,therapeutic
mesh:d009369,Gefitinib,D000077156,,Neoplasms,MESH:D009369,Cancer,,16800173,therapeutic
mesh:d009369,gemcitabine,C056507,103882-84-4,Neoplasms,MESH:D009369,Cancer,,17786181|21735354,therapeutic
mesh:d009369,Genistein,D019833,446-72-0,Neoplasms,MESH:D009369,Cancer,,20219070|21177254,marker/mechanism|therapeutic
mesh:d009369,geraniol,C007836,624-15-7,Neoplasms,MESH:D009369,Cancer,,21907755,therapeutic
mesh:d009369,Imatinib Mesylate,D000068877,,Neoplasms,MESH:D009369,Cancer,,21295132,therapeutic
mesh:d009369,Irinotecan,D000077146,,Neoplasms,MESH:D009369,Cancer,,12963697,therapeutic
mesh:d009369,Iron,D007501,7439-89-6,Neoplasms,MESH:D009369,Cancer,,17916923,marker/mechanism
mesh:d009369,Ivermectin,D007559,70288-86-7,Neoplasms,MESH:D009369,Cancer,,32959892,therapeutic
mesh:d009369,Lead,D007854,7439-92-1,Neoplasms,MESH:D009369,Cancer,,17916923,marker/mechanism
mesh:d009369,linalool,C018584,78-70-6,Neoplasms,MESH:D009369,Cancer,,19922762,therapeutic
mesh:d009369,Manganese,D008345,7439-96-5,Neoplasms,MESH:D009369,Cancer,,17916923,marker/mechanism
mesh:d009369,Melatonin,D008550,73-31-4,Neoplasms,MESH:D009369,Cancer,,11445596|21441606,marker/mechanism|therapeutic
mesh:d009369,Metformin,D008687,657-24-9,Neoplasms,MESH:D009369,Cancer,,22246099|28571774,therapeutic
mesh:d009369,Methylcholanthrene,D008748,56-49-5,Neoplasms,MESH:D009369,Cancer,,1934296,marker/mechanism
mesh:d009369,Mitoxantrone,D008942,65271-80-9,Neoplasms,MESH:D009369,Cancer,,16640825|1982927|3326667,therapeutic
mesh:d009369,N-(2-cyclohexyloxy-4-nitrophenyl)methanesulfonamide,C080955,123653-11-2,Neoplasms,MESH:D009369,Cancer,,16230411,therapeutic
mesh:d009369,naringenin,C005273,480-41-1,Neoplasms,MESH:D009369,Cancer,,15185748,therapeutic
mesh:d009369,Nickel,D009532,7440-02-0,Neoplasms,MESH:D009369,Cancer,,17916923|21473387,marker/mechanism
mesh:d009369,nickel subsulfide,C017557,,Neoplasms,MESH:D009369,Cancer,,23447020,marker/mechanism
mesh:d009369,Niclosamide,D009534,50-65-7,Neoplasms,MESH:D009369,Cancer,,22576131|25988281,therapeutic
mesh:d009369,Nicotine,D009538,,Neoplasms,MESH:D009369,Cancer,,11701223|16365874|23825647|8370474,marker/mechanism
mesh:d009369,Oleanolic Acid,D009828,508-02-1,Neoplasms,MESH:D009369,Cancer,,22386814|8847885,therapeutic
mesh:d009369,Oxaliplatin,D000077150,,Neoplasms,MESH:D009369,Cancer,,12963697|19934304|21981408,therapeutic
mesh:d009369,Oxygen,D010100,7782-44-7,Neoplasms,MESH:D009369,Cancer,,14604972|14686790,marker/mechanism
mesh:d009369,Paclitaxel,D017239,,Neoplasms,MESH:D009369,Cancer,,16334120|16763792|20433922,therapeutic
mesh:d009369,Pantothenic Acid,D010205,79-83-4,Neoplasms,MESH:D009369,Cancer,,6061664,therapeutic
mesh:d009369,Particulate Matter,D052638,,Neoplasms,MESH:D009369,Cancer,,26047618|32066433,marker/mechanism
mesh:d009369,Pesticides,D010575,,Neoplasms,MESH:D009369,Cancer,,15064173|23984298|26988364,marker/mechanism
mesh:d009369,phenethyl isothiocyanate,C058305,2257-09-2,Neoplasms,MESH:D009369,Cancer,,21838287,therapeutic
mesh:d009369,Phenobarbital,D010634,50-06-6,Neoplasms,MESH:D009369,Cancer,,1719565,marker/mechanism
mesh:d009369,pirinixic acid,C006253,50892-23-4,Neoplasms,MESH:D009369,Cancer,,17405874,therapeutic
